experiment simulation item wn word fixdur
STAUB10 96 ORC 2 "employees" 281
STAUB10 96 ORC 4 "the" 230
STAUB10 96 ORC 5 "fireman" 246
STAUB10 96 ORC 6 "noticed" 255
STAUB10 96 ORC 7 "hurried" 182
STAUB10 96 ORC 8 "to" 198
STAUB10 96 ORC 9 "the" 173
STAUB10 96 ORC 10 "clinic" 246
STAUB10 97 SRC 1 "The" 437
STAUB10 97 SRC 1 "The" 190
STAUB10 97 SRC 2 "employees" 196
STAUB10 97 SRC 3 "who" 229
STAUB10 97 SRC 4 "noticed" 173
STAUB10 97 SRC 5 "the" 208
STAUB10 97 SRC 6 "fireman" 173
STAUB10 97 SRC 7 "hurried" 383
STAUB10 97 SRC 9 "the" 165
STAUB10 97 SRC 10 "clinic" 177
STAUB10 97 ORC 1 "The" 464
STAUB10 97 ORC 1 "The" 195
STAUB10 97 ORC 2 "employees" 218
STAUB10 97 ORC 3 "who" 223
STAUB10 97 ORC 4 "the" 212
STAUB10 97 ORC 3 "who" 352
STAUB10 97 ORC 5 "fireman" 196
STAUB10 97 ORC 6 "noticed" 357
STAUB10 97 ORC 8 "to" 207
STAUB10 97 ORC 9 "the" 471
STAUB10 97 ORC 10 "clinic" 461
STAUB10 98 SRC 1 "The" 403
STAUB10 98 SRC 1 "The" 184
STAUB10 98 SRC 2 "employees" 185
STAUB10 98 SRC 3 "who" 250
STAUB10 98 SRC 4 "noticed" 328
STAUB10 98 SRC 6 "fireman" 296
STAUB10 98 SRC 7 "hurried" 190
STAUB10 98 SRC 8 "to" 173
STAUB10 98 SRC 9 "the" 163
STAUB10 98 SRC 10 "clinic" 194
STAUB10 98 ORC 1 "The" 447
STAUB10 98 ORC 1 "The" 311
STAUB10 98 ORC 3 "who" 461
STAUB10 98 ORC 2 "employees" 256
STAUB10 98 ORC 3 "who" 148
STAUB10 98 ORC 4 "the" 212
STAUB10 98 ORC 5 "fireman" 213
STAUB10 98 ORC 6 "noticed" 199
STAUB10 98 ORC 7 "hurried" 184
STAUB10 98 ORC 8 "to" 160
STAUB10 98 ORC 9 "the" 159
STAUB10 98 ORC 10 "clinic" 221
STAUB10 99 SRC 1 "The" 549
STAUB10 99 SRC 2 "employees" 290
STAUB10 99 SRC 3 "who" 151
STAUB10 99 SRC 4 "noticed" 159
STAUB10 99 SRC 5 "the" 527
STAUB10 99 SRC 6 "fireman" 497
STAUB10 99 SRC 7 "hurried" 453
STAUB10 99 SRC 8 "to" 493
STAUB10 99 SRC 9 "the" 543
STAUB10 99 SRC 10 "clinic" 483
STAUB10 99 ORC 1 "The" 467
STAUB10 99 ORC 1 "The" 141
STAUB10 99 ORC 2 "employees" 264
STAUB10 99 ORC 3 "who" 285
STAUB10 99 ORC 5 "fireman" 555
STAUB10 99 ORC 4 "the" 534
STAUB10 99 ORC 5 "fireman" 503
STAUB10 99 ORC 6 "noticed" 262
STAUB10 99 ORC 8 "to" 458
STAUB10 100 SRC 1 "The" 418
STAUB10 100 SRC 1 "The" 171
STAUB10 100 SRC 2 "employees" 209
STAUB10 100 SRC 3 "who" 182
STAUB10 100 SRC 4 "noticed" 223
STAUB10 100 SRC 6 "fireman" 575
STAUB10 100 SRC 7 "hurried" 484
STAUB10 100 SRC 8 "to" 531
STAUB10 100 SRC 9 "the" 502
STAUB10 100 SRC 10 "clinic" 454
STAUB10 100 ORC 1 "The" 466
STAUB10 100 ORC 1 "The" 181
STAUB10 100 ORC 2 "employees" 190
STAUB10 100 ORC 3 "who" 229
STAUB10 100 ORC 4 "the" 180
STAUB10 100 ORC 2 "employees" 161
STAUB10 100 ORC 3 "who" 182
STAUB10 100 ORC 4 "the" 177
STAUB10 100 ORC 5 "fireman" 183
STAUB10 100 ORC 6 "noticed" 217
STAUB10 100 ORC 7 "hurried" 136
STAUB10 100 ORC 8 "to" 194
STAUB10 100 ORC 9 "the" 463
STAUB10 100 ORC 10 "clinic" 495
1 1 1 1 "the" 411
1 1 1 1 "the" 253
1 1 1 3 "bit" 248
1 1 1 5 "boy" 188
1 1 1 1 "The" 508
1 1 1 2 "employees" 181
1 1 1 3 "who" 331
1 1 1 5 "the" 199
1 1 1 6 "fireman" 189
1 1 1 7 "hurried" 162
1 1 1 8 "to" 274
1 1 1 10 "clinic" 223
